"code";"abbreviation";"description";"explanation"
"1120";"ST_INIT_CASSWITHOUTIP";"Cass without IP";"A cassette has been found without an IP inside the device during the initialisation."
"1121";"ST_NEW_ICNENVELOPE";"Stratus Control: Creation of Infocounter Envelope failed.";"Meaning: Too less memory for memory manager to create Infocounter Envelope .<newline/>Reason:  <newline/>Cure:    <newline/>"
"1122";"ST_IPNOTFIXED_CFM";"IP not fixed at stage error.";"Meaning:<newline/>IP could not be fixed on stage.<newline/>Reason:<newline/>Any vacuum problem or damaged IP.<newline/>Cure:<newline/>Check IP and vacuum unit."
"1123";"ST_TWO_ERASURE_UNITS";"Stratus Control: Two Erasure Units found(FEU + LED).";"Meaning: Two erasure units found at startup (Flash + LED).<newline/>Reason:  <newline/>Cure:  Disconnect one of them.  <newline/>"
"1124";"ST_LEDEU_LEDS_DEFECTIVE";"Stratus Control: One or more LED's of LED erasure unit defective.";"Meaning: One or more LED's of LED erasure unit defective.<newline/>Reason:  <newline/>Cure:  Change erasure unit.  <newline/>"
"1125";"ST_LEDEU_HARDWARE_DEFECTIVE";"Stratus Control: Control hardware of LED erasure unit defective.";"Meaning: LED erasure unit is still burning,  although it is switched off.<newline/>Reason:  Control hardware of LED erasure unit defective.<newline/>Cure:  Change erasure unit.  <newline/>"
"1126";"ST_LEDEU_TEMPERATURE";"Stratus Control: Temperature of LED erasure unit is too high.";"Meaning: Temperature of LED erasure unit is too high.<newline/>Reason:  <newline/>Cure:  Switch off digitizer and wait some minutes.  <newline/>"
"1127";"ST_EVENT_REJECTED";"Stratus Control: Event was rejected, because not allowed in current state.";"Meaning: Incoming event was rejected by StratusControl.<newline/>Reason: Event is not allowed in current state and cannot be handled. <newline/>Cure:  Calling SW-unit must sent event in appropiate state of Digitizer/StratusContrrol.  <newline/>"
"1128";"ST_STORE_ELABEL_ENTRY_ALTITUDEFLAG";"ELabel entry AltitudeFlag store error.";""
"1129";"ST_WRONG_ALTI_MODE";"Wrong altitude mode adjusted in VacFix.";"Meaning: Wrong altitude mode adjusted in VacFix module control task.<newline/>Reason: Any communication problem between SW-Components.<newline/>Cure: SW-Bugfixing."
"1130";"ST_ERALAMPS_CFM";"erasure unit defective";"Meaning: Erasure unit defective.<newline/>Reason: Any defect in flash- or LED- erasure unit which probably leads to insufficiant erasure results or to unstable working conditions.<newline/>Cure: Change erasure unit."
"1201";"HC_RETURN_IN_CASS_LOCK_IP";"Handling Control: Return IP in cassette failed because of locking IP problems.";"Meaning: Handling Control Module:   Return IP into cassette failed.<newline/>Sequence: return IP into cassette<newline/>Reason:  1) Locking drive does not reach locking end-position sensor, because of any<newline/>            mechanical or electrical problem.<newline/>Cure:    1) Retstart digitizer.<newline/>"
"1202";"HC_PREP_IP_TRANSPORT_OPENCOVER";"Handling Control: Prepare IP Transport failed because cassette cover cannot be opened.";"Meaning: Handling Control Module:   Preparation of IP transport to stage failed.<newline/>Reason:  1) Opener drive does not reach it's end-position sensor, because of any<newline/>            mechanical or electrical problem. Cassette Cover is not open for remove IP<newline/>Cure:    1) Retstart digitizer.<newline/>"
"1203";"HC_PREP_IP_TRANSPORT_UNLOCKCOVER";"Handling Control: Prepare IP Transport failed because cassette cover cannot be unlocked.";"Meaning: Handling Control Module:   Preparation of IP transport to stage failed.<newline/>Reason:  1) Locking drive does not reach it's end-position sensor, because of any<newline/>            mechanical or electrical problem. Cassette Cover is not unlocked for open.<newline/>Cure:    1) Retstart digitizer.<newline/>"
"1204";"HC_DELIVER_COMMANDENVELOPE";"Handling Control: Deliver response to any command failed.";"Meaning: Handling Control Module:   Deliver of Command Envelope as response to any command failed.<newline/>Meaning:  <newline/>Cure:    <newline/>"
"1205";"HC_REMOVE_IP_RESCUE";"Handling Control: Remove IP from cassette in Rescue cycle failed.";"Meaning: Handling Control Module:   Remove IP from cassette failed.<newline/>Sequence: Rescue cycle<newline/>Reason:  1) Any problems with locking or opener drive, because of any<newline/>            mechanical or electrical problem.<newline/>Cure:    1) Retstart digitizer.<newline/>"
"1206";"HC_NEW_COMMANDENVELOPE";"Handling Control: Creation of Command Envelope failed.";"Reason: Too less memory for memory manager to create Command Envelope .<newline/>Meaning:  <newline/>Cure:    <newline/>"
"1207";"HC_NEW_ICNENVELOPE";"Handling Control: Creation of Infocounter Envelope failed.";"Meaning: Too less memory for memory manager to create Infocounter Envelope .<newline/>Meaning:  <newline/>Cure:    <newline/>"
"1208";"HC_PROXY_SENDCMD_DELIVER";"cannot deliver command message from proxy to HC-task";"Meaning: Cannot send any command message from HandlingControl-proxy to HandlingControl-task through PostOffice.<newline/>Cure: SW-Bugfixing"
"1209";"HC_PROXY_SENDDATA_DELIVER";"cannot deliver data message from proxy to HC-task";"Meaning: Cannot send any Data message from HandlingControl-proxy to HandlingControl-task through PostOffice.<newline/>Cure: SW-Bugfixing"
"1210";"HC_CREATE_ELABEL_STRUCT";"HandlingControl: Error creating E-Label structure.";"Meaning: HandlingControl Module: Error occurred while creating E-Label structure<newline/>Reason:  E-Label is not initialized <newline/>Cure:  (Software bugfixing)."
"1211";"HC_CREATE_ELABEL_IPFORMAT";"HandlingControl: Error creating E-Label Entry: IP-Format.";"Meaning: HandlingControl Module: Error occurred while creating E-Label Entry";" IP-Format.<newline/>Reason:  E-Label Entry  is not initialized <newline/>Cure:  (Software bugfixing).";
"1212";"HC_RELEASE_VAC_SEGMENTS";"HandlingControl: Release vacuum of IP segments failed.";"Meaning:<newline/>HandlingControl Module: Release vacuum of IP segments failed.<newline/>Reason:  Any Problem in vacuum unit(segment sensors, valves, ...)<newline/>Cure:  Retry cycles."
"1213";"HC_REDO_RELEASE_VAC_SEGMENTS";"HandlingControl: Redo cycles of Release vacuum of IP segments failed.";"Meaning:<newline/>HandlingControl Module: Redo cycles of Release vacuum of IP segments failed.<newline/>Reason:  Any Problem in vacuum unit(segment sensors, valves, ...)<newline/>Cure:  Replace vacuum distribution board."
"1214";"HC_RELEASE_VAC_GRIPPER";"HandlingControl: Release vacuum of Gripper failed.";"Meaning:<newline/>HandlingControl Module: Release vacuum of Gripper failed.<newline/>Reason:  Any Problem in vacuum unit(gripper sensor, valves, ...)<newline/>Cure:  Retry cycles."
"1215";"HC_REDO_RELEASE_VAC_GRIPPER";"HandlingControl: Redo cycles of Release vacuum of Gripper failed.";"Meaning:<newline/>HandlingControl Module: Redo cycles of Release vacuum of Gripper failed.<newline/>Reason:  Any Problem in vacuum unit(gripper sensor, valves, ...)<newline/>Cure:  Replace vacuum distribution board."
"1216";"HC_REDO_RELEASE_VACUUM";"HandlingControl: Redo cycles of Release vacuum performed.";"Meaning:<newline/>HandlingControl Module: Redo cycles of Release vacuum were done.<newline/>Reason:  Any Problem in vacuum unit(gripper or segnment sensors, valves, ...)<newline/>Cure:  Replace vacuum distribution board."
"1217";"HC_RELEASE_VAC_ALL";"HandlingControl: Release All of vacuum failed.";"Meaning:<newline/>HandlingControl Module: Release All of vacuum failed.<newline/>Reason:  Any Problem in vacuum unit(sensors, valves, ...)<newline/>Cure:  Replace vacuum distribution board."
"1218";"HC_CLOSECOVER";"HandlingControl: Close cassette cover failed.";"Meaning:<newline/>HandlingControl Module: Close cassette cover failed.<newline/>Action: Rescue cycle<newline/>Reason:  Cassette  damaged or any  mechanical Problem(IP-Transport, cassette unit) or any electrical defect(motor doesn't run)<newline/>Cure:  Try digitizer reset once.<newline/>If not successful, remove cassette and IP by hand and look for reason."
"1219";"HC_FREEIP";"HandlingControl: Free IP in cassette failed.";"Meaning:<newline/>HandlingControl Module: Free IP in cassette  failed.<newline/>Action: Rescue cycle<newline/>Reason:  Probably Cassette  damaged. <newline/>Cure:  Try digitizer reset once.<newline/>If not successful, remove cassette and IP by hand and look for reason."
"1301";"CH_SMOPEN_SWCURVE_INIT";"Cassette-Handling, Opener Drive:  No valid acceleration curve.";"Reason:  Cassette Handling Module:   no valid acceleration curve for Opener stepper motor.<newline/>Meaning: invalid pointer to acceleration curve that should be used for running<newline/>Cure:    correct the parameter in the switchCurve() method call.<newline/>"
"1302";"CH_SMOPEN_RESETZERO_INIT";"Cassette-Handling, Opener Drive:  Reset Failed.";"Reason:  Cassette Handling Module:   Reset of Opener stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1303";"CH_SMOPEN_OPENCA";"Cass-Handling,  Opener Drive:  Start Run Free to open cassette failed.";"Reason:  Cassette Handling Module:   Start Run motor in Action 'open cassette' of Opener stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve) <newline/>Cure:    correct the wrong parameter (Software bugfixing)."
"1304";"CH_SMOPEN_WTBUSY";"Cass-Handling,  Opener Drive:  Timeout while waitting for end of any action.";"Reason:  Cassette Handling Module:   Timeout, while waiting for end of any action of Opener stepper motor.<newline/>Meaning: 1) Any Hardware problem(mechanics or electronic), with result that motor does not<newline/>            reach home position- or any other sensor.<newline/>         2) Timeout time is too short. <newline/>Cure:    1) Find out the cause of error.<newline/>            Is motor running, but does not find the sensor ? Check/Replace Sensor and cable.<newline/>            Isn't motor running ? Probably driver hardware on board defective.<newline/>         2) correct the wrong parameter (Software bugfixing).<newline/>"
"1305";"CH_SMOPEN_HPOS_HSTBY";"Cass-Handling,  Opener Drive:  Start of home positioning failed.";"Reason:  Cassette Handling Module:   Start of home positioning of Opener stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve, steps to target..) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1306";"CH_SMOPEN_HOME_CLOSECA";"Cass-Handling,  Opener Drive:  Start Home Positioning to close cassette failed.";"<newline/>Reason:  Cassette Handling Module:   Start Home Positioning for closing cassette of Opener stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve) <newline/>Cure:    correct the wrong parameter (Software bugfixing)."
"1307";"CH_SMFIX_SWCURVE_INIT";"Cassette-Handling, Fixer Drive:  No valid acceleration curve.";"Reason:  Cassette Handling Module:   no valid acceleration curve for Fixer stepper motor.<newline/>Meaning: invalid pointer to acceleration curve that should be used for running<newline/>Cure:    correct the parameter in the switchCurve() method call.<newline/>"
"1308";"CH_SMFIX_RESETZERO_INIT";"Cassette-Handling, Fixer Drive:  Reset Failed.";"Reason:  Cassette Handling Module:   Reset of Fixer stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1309";"CH_SMFIX_RUNSENS_FIXCA	";"Cassette-Handling, Fixer Drive:  Start Sensor positioning to clamping sensor failed.";"Reason:  Cassette Handling Module:   Start Sensor positioning to cassette fixed sensor of Fixer stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve, steps to target..) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1310";"CH_SMFIX_HPOS_HSTBY";"Cassette-Handling, Fixer Drive:  Start Home positioning to standby failed.";"Reason:  Cassette Handling Module:   Action 'Home positioning' of Fixer stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve, steps to target..) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1311";"CH_SMFIX_SETCUSTBY_UNFIXCA";"Cassette-Handling, Fixer Drive:  Set standby for unfix cassette failed.";"Reason:  Cassette Handling Module:   Action 'Set standby current' of Fixer stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (current, curve) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1312";"CH_SMFIX_ABSPOS_UNFIXCA";"Cassette-Handling, Fixer Drive:  Start absolute step positioning to unfix cassette failed.";"Reason:  Cassette Handling Module:   Start of absolute step positioning of Fixer stepper motor failed.<newline/>Action: unfix cassette. <newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1313";"CH_SMFIX_WTBUSY";"Cassette-Handling, Fixer Drive:  Timeout while wait for end of any action.";"Reason:  Cassette Handling Module:   Timeout, while waiting for end of any action of Fixerer stepper motor.<newline/>Meaning: 1) Any Hardware problem(mechanics or electronic), with result that motor does not<newline/>            reach home position- or any other sensor.<newline/>         2) Timeout time is too short. <newline/>Cure:    1) Find out the cause of error.<newline/>            Is motor running, but does not find the sensor ? Check/Replace Sensor and cable.<newline/>            Isn't motor running ? Probably driver hardware on board defective.<newline/>         2) correct the wrong parameter (Software bugfixing).<newline/>"
"1314";"CH_SMFIX_SETCUSTBY_SECUREFIXEDCA";"Cassette-Handling, Fixer Drive:  Set standby when break is active failed.";"Reason:  Cassette Handling Module:   Action 'Set standby current when break is active', of Fixer stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (current, curve) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1315";"CH_SMLKG_SWCURVE_INIT";"Cassette-Handling, Locking Drive:  No valid acceleration curve.";"Reason:  Cassette Handling Module:   no valid acceleration curve for Locking stepper motor.<newline/>Meaning: invalid pointer to acceleration curve that should be used for running<newline/>Cure:    correct the parameter in the switchCurve() method call.<newline/>"
"1316";"CH_SMLKG_RESETZERO_INIT";"Cassette-Handling, Locking Drive:  Reset Failed.";"Reason:  Cassette Handling Module:   Reset of Locking stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
"1317";"CH_SMLKG_RUNSENS_CONTACT";"Cassette-Handling, Locking Drive:  Start Run Sensor to contact cassette failed.";"Reason:  Cassette Handling Module:   Start Run Sensor to contact cassette sensor' of Locking stepper motor failed.<newline/>Meaning: Any motor or curve parameter is wrong or out of range (run-direction, current, <newline/>         speedlevel, curve, steps to target..) <newline/>Cure:    correct the wrong parameter (Software bugfixing).<newline/>"
