"ErrorCode";"Identifier";"Meaning";"Reason";"Cure"
"'21165";"E_SPO_FBTTWCQ_TAGFOLDER";"See underlying error code ";"Cannot tag the folder";"See underlying error code"
"'21166";"E_SPO_FBTTWCQ_WRITE2BACK";"See underlying error code ";"Cannot push into the warning queue";"See underlying error code"
"'21167";"E_SPO_CQ_CLOSE";"was not able to close the image file that was marked as still being open. to overwrite the folder. A reset will help temporarily Inform SI-DIS about this error!! ";"buff_close failed";"The machine will probably hangup as soon as it tries"
"'21168";"E_SPO_TO_LOOKUPQUEUES_FAILED";"the method transmit_offline() had been called, which implies that there had been a folder either in the ""queued"" queue or in the ""warning"" queue. In transmit_offline() itself, no folder had been detected that can be transmitted. This is probably due to an inconsistency in the queues or a race between messages. ";"lookup_queues() failed in method transmit_offline()";"Reset the device, allowing it to rebuild the queues."
"'21200";"E_MIF_CFG_GETDEFAULTS";"Cannot load the default configuration data of MIF problem persists, check your configuration and hardware. ";"nvf_copy_virgin failed";"Reset the machine - it could be a lack of ressources. If the"
"'21201";"E_MIF_CFG_OVERWRITEDEF";"Cannot overwrite the default configuration with the NVFs. harddisk. One of these files seems to be corrupted. ";"nvf_read_values failed";"Check the .Cxx and .Uxx files on partitions C and D of the"
"'21202";"E_MIF_CFG_DECLARECONFIG";"See underlying error message for details ";"nvf_dcl_cfg failed";"See underlying error message for details"
"'21203";"E_MIF_TASK_SCPOST";"Cannot sync with startup procedure of MIF ";"sc_post failed";"Retry by resetting the machine."
"'21204";"E_MIF_TASK_QPEND";"Error while pending on the input queue ";"mms_qpend failed";"See underlying error message."
"'21205";"E_MIF_RX_STARTPEND";"Cannot sync with the receiver task. startup sequence to SI-DIS for further investigation. ";"sc_pend failed";"Reset - if the problem persists, send a logfile showin the"
"'21206";"E_MIF_MAINGLOBALLOGLEVEL";"Cannot set the systemwide loglevel the SYS configuration data. Allowed values range from 0 .. 4 ";"LlvSetLogLevel failed";"Probably, the loglevel is out of range - correct it in"
"'21207";"E_MIF_ALLOCCB";"Cannot allocate memory on the heap RAM. ";"sm_eheap failed";"Out of ressources - change the configuration or provide more"
"'21208";"E_MIF_GETCFG";"Cannot load my configuration data. ";"mif_getcfg failed";"See underlying error code."
"'21209";"E_MIF_DECLARESHARED";"Cannot allocate my shared memory for communication with the interface library ";"sm_share failed";"Out of ressources - change configuration"
"'2120A";"E_MIF_LOCALLOGLEVEL";"Cannot set local loglevel - probably out of range ";"LlvSetLogLevel failed";"Change NVF parameter 'loglevel': Allowed values: 0 .. 4"
"'2120B";"E_MIF_SETUPSERIAL";"Cannot initialize the serial line to the reader hardware. ";"sm_setup_serial_io failed";"See underlying error code for the exact reason."
"'2120C";"E_MIF_SETBAUDRATE";"Cannot set baudrate to the desired value ";"lib_setconfig failed";"Change configuration."
"'2120D";"E_MIF_IFXOPEN";"Cannot open serial line to the reader hardware ";"ifx_open failed";"Check configuration, cable and reader hardware"
"'2120E";"E_MIF_MMSOPEN";"Cannot attach to MMS ";"mms_open failed";"See underlying error code for details and remedies."
"'2120F";"E_MIF_GETQID";"Cannot get queue ID for my input queue. ";"sm_queueid failed";"Out of ressources - change configuration."
"'21210";"E_MIF_MMSQCREATE";"Cannot create my input queue ";"mms_qecreate failed";"See underlying error for details."
"'21211";"E_MIF_INSTALLRX";"Something went wrong while installing the receiver task. ";"Installing the receiver task failed";"See underlying error for details."
"'21212";"E_MIF_TASKID";"Unable to get a task ID for the MIF task Check configuration. ";"sm_taskid failed";"See underlying error - maybe out of ressources."
"'21213";"E_MIF_TASKCREATE";"Cannot create mif_task ";"lib_taskcreate failed";"See underlying error code."
"'21214";"E_MIF_CMD_INFCONQJAM";"Cannot jam message that a tag has been detected by the tag reader hardware. ";"mms_qjam failed";"See the underlying error for the reason of this failure."
"'21215";"E_MIF_CMD_UPDATEMMSFREE";"Cannot free MMS header block in cmd-function update_tag_contents () ";"mms_free failed";"SW-failure - no cure. Inform SI-DIS about this error."
"'21216";"E_MIF_COM_HDLIFCEVT";"Cannot free an MMS control block in function handle_ifc_msg () message whose ID is unknown to MIF. Please send the logfile with this error and its history to SI-DIS. ";"mms_free failed";"This should never happen, as this control block belongs to a"
"'21217";"E_MIF_COM_HRMCHKSYNTAX";"See the interpretation of this error code right above this error in the logfile. ";"An error condition has been reported by the tag reader HW.";"Rely on automatic error recovery."
"'21218";"E_MIF_HME_FREECTL";"Cannot free MMS control block in function handle_mifs_eror () ";"mms_free failed";"Severe SW-failure - inform SI-DIS about this."
"'21219";"E_MIF_HME_FREEMSG";"Cannot free MMS header block in function handle_mifs_error () ";"mms_free failed";"Severe SW-failure - inform SI-DIS about this."
"'2121A";"E_MIF_COM_HDLSTATMMSFREE";"Cannot free MMS header block in function mif_handle_status () ";"mms_free failed";"Severe SW-failure - inform SI-DIS about this."
"'2121B";"E_MIF_COM_HDLHLQPOST";"Cannot post a message to the requestor of some activity of MIF to the suggestions made there. ";"mms_qpost failed";"See underlying error for further details and proceed according"
"'2121C";"E_MIFI_SHAREFAILED";"Cannot access the shared memory section of MIF and its interface libraries. underlying error for suggestions how to cope with this situation. ";"sm_share failed";"Probably, the system is out of ressources, please check the"
"'2121D";"E_MIFI_MMSALLOC";"Cannot allocate an MMS header block in function mif_send. header blocks, increase the number of MMS headers in the configuration data of the task which tried to send a message to MIF. ";"mms_alloc failed";"If the MMS error code indicates that there are not enough"
"'2121E";"E_MIFI_QPOST";"See underlying error ";"mms_qpost failed";"See underlying error"
"'2121F";"E_MIFI_MMSFREE";"Cannot free the MMS header block after failure in mif_send () persists, please inform SI-DIS ";"mms_free failed";"Software inconsistency - Reset the machine, if the problem"
"'21220";"E_MIF_RSP_OUTOFSEQ";"A response from the card reader arrived out of sequence investigation ";"Response out of Sequence";"Should not hapen - send logfile to SI-DIS for further"
"'21221";"E_MIF_RSP_STATUSCODE";"The card reader reported an error ";"Status not OK";"Rely on automatic recovery mechanism"
"'21222";"E_MIF_RSP_REQFREERSP";"Cannot free MMS header block in mifs_request_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21223";"E_MIF_RSP_REQFREEMSG";"Cannot free MMS header block in mifs_request_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21224";"E_MIF_RSP_AICFREERSP";"Cannot free MMS header block in mifs_request_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21225";"E_MIF_RSP_AICFREEMSG";"Cannot free MMS header block in mifs_anticoll_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21226";"E_MIF_RSP_SELFREERSP";"Cannot free MMS header block in mifs_select_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21227";"E_MIF_RSP_SELFREEMSG";"Cannot free MMS header block in mifs_select_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21228";"E_MIF_RSP_AUTFREERSP";"Cannot free MMS header block in mifs_authentication_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21229";"E_MIF_RSP_AUTFREEMSG";"Cannot free MMS header block in mifs_authentication_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2122A";"E_MIF_RSP_HLTRDQPOST";"Posting the chip contents failed ";"mms_qpost failed";"See underlying error."
"'2122B";"E_MIF_RSP_HLTRDFREEMSG";"Cannot free MMS header block in mifs_halt_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2122C";"E_MIF_RSP_HLTWRQPOST";"Posting Ready-Message failed ";"mms_qpost failed";"See underlying error."
"'2122D";"E_MIF_RSP_HLTFREEBUF";"Cannot free MMS header block in mifs_halt_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2122E";"E_MIF_RSP_HLTWRFREEMSG";"Cannot free MMS header block in mifs_halt_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2122F";"E_MIF_RSP_HLTFREERSP";"Cannot free MMS header block in mifs_halt_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21230";"E_MIF_RSP_RDFREEMSG";"Cannot free MMS header block in mifs_read_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21231";"E_MIF_RSP_RDFREERSP";"Cannot free MMS header block in mifs_read_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21232";"E_MIF_RSP_WRFREERSP";"Cannot free MMS header block in mifs_write_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21233";"E_MIF_RSP_WRFREEMSG";"Cannot free MMS header block in mifs_write_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21234";"E_MIF_RSP_INCFREERSP";"Cannot free MMS header block in mifs_increment_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21235";"E_MIF_RSP_INCFREEMSG";"Cannot free MMS header block in mifs_increment_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21236";"E_MIF_RSP_DECFREERSP";"Cannot free MMS header block in mifs_decrement_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21237";"E_MIF_RSP_DECFREEMSG";"Cannot free MMS header block in mifs_decrement_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21238";"E_MIF_RSP_RSTFREERSP";"Cannot free MMS header block in mifs_restore_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21239";"E_MIF_RSP_RSTFREEMSG";"Cannot free MMS header block in mifs_restore_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123A";"E_MIF_RSP_TRAFREERSP";"Cannot free MMS header block in mifs_transfer_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123B";"E_MIF_RSP_TRAFREEMSG";"Cannot free MMS header block in mifs_transfer_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123C";"E_MIF_RSP_LDKFREERSP";"Cannot free MMS header block in mifs_load_key_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123D";"E_MIF_RSP_LDKFREEMSG";"Cannot free MMS header block in mifs_load_key_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123E";"E_MIF_RSP_CCRFREERSP";"Cannot free MMS header block in mifs_check_char_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2123F";"E_MIF_RSP_CCRFREEMSG";"Cannot free MMS header block in mifs_check_char_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21240";"E_MIF_RSP_RESFREEMSG";"Cannot free MMS header block in mifs_reset_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21241";"E_MIF_RSP_RESFREERSP";"Cannot free MMS header block in mifs_reset_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21242";"E_MIF_RSP_INFFREERSP";"Cannot free MMS header block in mifs_get_info_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21243";"E_MIF_RSP_INFFREEMSG";"Cannot free MMS header block in mifs_get_info_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21244";"E_MIF_RSP_SCBFREEMSG";"Cannot free MMS header block in mifs_set_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21245";"E_MIF_RSP_SCBQJAM";"Cannot send status to myself ";"mms_qjam failed";"See underlying error"
"'21246";"E_MIF_RSP_SCBFREEMSGERR";"Cannot free MMS header block in mifs_set_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21247";"E_MIF_RSP_SCBFREERSP";"Cannot free MMS header block in mifs_set_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21248";"E_MIF_RSP_CCBQJAM";"Cannot send sattus to myself ";"mms_qjam failed";"Se underlying error."
"'21249";"E_MIF_RSP_CCBFREEMSGERR";"Cannot free MMS header block in mifs_clear_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124A";"E_MIF_RSP_CCBFREEMSG";"Cannot free MMS header block in mifs_clear_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124B";"E_MIF_RSP_CCBFREERSP";"Cannot free MMS header block in mifs_clear_ctrlbit_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124C";"E_MIF_RSP_CFGFREERSP";"Cannot free MMS header block in mifs_config_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124D";"E_MIF_RSP_CFGFREEMSG";"Cannot free MMS header block in mifs_config_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124E";"E_MIF_RSP_CWRFREERSP";"Cannot free MMS header block in mifs_check_write_resp ";"mms_free failed";"Software inconsistency - no cure."
"'2124F";"E_MIF_RSP_CWRFREEMSG";"Cannot free MMS header block in mifs_check_write_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21250";"E_MIF_RSP_SPRFREERSP";"Cannot free MMS header block in mifs_set_port_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21251";"E_MIF_RSP_SPRFREEMSG";"Cannot free MMS header block in mifs_set_port_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21252";"E_MIF_RSP_GPRFREERSP";"Cannot free MMS header block in mifs_get_port_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21253";"E_MIF_RSP_GPRFREEMSG";"Cannot free MMS header block in mifs_get_port_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21254";"E_MIF_RSP_HLAFREERSP";"Cannot free MMS header block in mifs_hl_authentication_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21255";"E_MIF_RSP_HLAFREEMSG";"Cannot free MMS header block in mifs_hl_authentication_resp ";"mms_free failed";"Software inconsistency - no cure."
"'21256";"E_MIF_RX_ASTXALLOC";"Cannot allocate a small MMS control block in answerSTX () ";"mms_alloc failed";"Increase the number of MMS CTLS blocks via NVF"
"'21257";"E_MIF_RX_ASTXWRITE";"Cannot send STX character to the Reader-HW check that the serial line has been opened correctly during startup. ";"ifx_write failed";"See underlying IFX error for more information. Anyway,"
"'21258";"E_MIF_RX_SDLENAWRITE";"Cannot acknowledge a received message. ";"ifx_write failed";"See underlying IFX error."
"'21259";"E_MIF_RX_SDLENAALLOC";"Cannot allocate an MMS header to send a received message to the MIF task. increase the number of MMS header blocks in the MIF configuration data. ";"mms_alloc failed";"See MMS error logging for details - maybe you have to"
